"","date","type","code","mid"
"2082","2020/11/18","spot","USDCNH",6.5626
"2083","2020/11/19","spot","USDCNH",6.5754
"2084","2020/11/20","spot","USDCNH",6.5515
"2085","2020/11/23","spot","USDCNH",6.5823
"2086","2020/11/24","spot","USDCNH",6.5752
"2087","2020/11/25","spot","USDCNH",6.5631
"2088","2020/11/26","spot","USDCNH",6.5697
"2089","2020/11/27","spot","USDCNH",6.5753
"2090","2020/11/30","spot","USDCNH",6.5846
"2091","2020/12/1","spot","USDCNH",6.5516
"2092","2020/12/2","spot","USDCNH",6.5425
"2093","2020/12/3","spot","USDCNH",6.5358
"2094","2020/12/4","spot","USDCNH",6.5169
"2095","2020/12/7","spot","USDCNH",6.5194
"2096","2020/12/8","spot","USDCNH",6.5204
"2097","2020/12/9","spot","USDCNH",6.5286
"2098","2020/12/10","spot","USDCNH",6.5356
"2099","2020/12/11","spot","USDCNH",6.5396
"2100","2020/12/14","spot","USDCNH",6.5291
"2101","2020/12/15","spot","USDCNH",6.5169
"2102","2020/12/16","spot","USDCNH",6.5127
"2103","2020/12/17","spot","USDCNH",6.5164
"2104","2020/12/18","spot","USDCNH",6.5189
"2105","2020/12/21","spot","USDCNH",6.5352
"2106","2020/12/22","spot","USDCNH",6.54
"2107","2020/12/23","spot","USDCNH",6.5328
"2108","2020/12/24","spot","USDCNH",6.5189
"2109","2020/12/25","spot","USDCNH",6.5196
"2110","2020/12/28","spot","USDCNH",6.532
"2111","2020/12/29","spot","USDCNH",6.5177
"2112","2020/12/30","spot","USDCNH",6.506
"2113","2020/12/31","spot","USDCNH",6.503
"2114","2021/1/4","spot","USDCNH",6.4549
"2115","2021/1/5","spot","USDCNH",6.437
"2116","2021/1/6","spot","USDCNH",6.4496
"2117","2021/1/7","spot","USDCNH",6.4715
"2118","2021/1/8","spot","USDCNH",6.4649
"2119","2021/1/11","spot","USDCNH",6.4793
"2120","2021/1/12","spot","USDCNH",6.4425
"2121","2021/1/13","spot","USDCNH",6.467
"2122","2021/1/14","spot","USDCNH",6.4649
"2123","2021/1/15","spot","USDCNH",6.4845
"2124","2021/1/18","spot","USDCNH",6.4954
"2125","2021/1/19","spot","USDCNH",6.4813
"2126","2021/1/20","spot","USDCNH",6.4624
"2127","2021/1/21","spot","USDCNH",6.465
"2128","2021/1/22","spot","USDCNH",6.4974
"2129","2021/1/25","spot","USDCNH",6.4878
"2130","2021/1/26","spot","USDCNH",6.4727
"2131","2021/1/27","spot","USDCNH",6.4973
"2132","2021/1/28","spot","USDCNH",6.4752
"2133","2021/1/29","spot","USDCNH",6.4489
"2134","2021/2/1","spot","USDCNH",6.4754
"2135","2021/2/2","spot","USDCNH",6.4577
"2136","2021/2/3","spot","USDCNH",6.4581
"2137","2021/2/4","spot","USDCNH",6.4729
"2138","2021/2/8","spot","USDCNH",6.4418
"2139","2021/2/9","spot","USDCNH",6.4198
"2140","2021/2/10","spot","USDCNH",6.4288
"2141","2021/2/18","spot","USDCNH",6.4601
"2142","2021/2/19","spot","USDCNH",6.4594
"2143","2021/2/22","spot","USDCNH",6.4664
"2144","2021/2/23","spot","USDCNH",6.4605
"2145","2021/2/24","spot","USDCNH",6.4477
"2146","2021/2/25","spot","USDCNH",6.4896
"2147","2021/2/26","spot","USDCNH",6.4813
"2148","2021/3/1","spot","USDCNH",6.4696
"2149","2021/3/2","spot","USDCNH",6.4749
"2150","2021/3/3","spot","USDCNH",6.4772
"2151","2021/3/4","spot","USDCNH",6.4916
"2152","2021/3/5","spot","USDCNH",6.5171
"2153","2021/3/8","spot","USDCNH",6.5516
"2154","2021/3/9","spot","USDCNH",6.5193
"2155","2021/3/10","spot","USDCNH",6.4948
"2156","2021/3/11","spot","USDCNH",6.4786
"2157","2021/3/12","spot","USDCNH",6.4972
"2158","2021/3/15","spot","USDCNH",6.4979
"2159","2021/3/16","spot","USDCNH",6.5012
"2160","2021/3/17","spot","USDCNH",6.4862
"2161","2021/3/18","spot","USDCNH",6.5071
"2162","2021/3/19","spot","USDCNH",6.5076
"2163","2021/3/22","spot","USDCNH",6.5074
"2164","2021/3/23","spot","USDCNH",6.5199
"2165","2021/3/24","spot","USDCNH",6.5293
"2166","2021/3/25","spot","USDCNH",6.5483
"2167","2021/3/26","spot","USDCNH",6.5394
"2168","2021/3/29","spot","USDCNH",6.575
"2169","2021/3/30","spot","USDCNH",6.5724
"2170","2021/3/31","spot","USDCNH",6.5649
"2171","2021/4/1","spot","USDCNH",6.5753
"2172","2021/4/2","spot","USDCNH",6.5766
"2173","2021/4/6","spot","USDCNH",6.5427
"2174","2021/4/7","spot","USDCNH",6.5489
"2175","2021/4/8","spot","USDCNH",6.5566
"2176","2021/4/9","spot","USDCNH",6.5586
"2177","2021/4/12","spot","USDCNH",6.548
"2178","2021/4/13","spot","USDCNH",6.5438
"2179","2021/4/14","spot","USDCNH",6.532
"2180","2021/4/15","spot","USDCNH",6.527
"2181","2021/4/16","spot","USDCNH",6.527
"2182","2021/4/19","spot","USDCNH",6.5091
"2183","2021/4/20","spot","USDCNH",6.5006
"2184","2021/4/21","spot","USDCNH",6.4899
"2185","2021/4/22","spot","USDCNH",6.4947
"2186","2021/4/23","spot","USDCNH",6.4897
"2187","2021/4/26","spot","USDCNH",6.4725
"2188","2021/4/27","spot","USDCNH",6.4802
"2189","2021/4/28","spot","USDCNH",6.476
"2190","2021/4/29","spot","USDCNH",6.4642
"2191","2021/4/30","spot","USDCNH",6.4742
"2192","2021/5/6","spot","USDCNH",6.4645
"2193","2021/5/7","spot","USDCNH",6.4159
"2194","2021/5/10","spot","USDCNH",6.4227
"2195","2021/5/11","spot","USDCNH",6.4286
"2196","2021/5/12","spot","USDCNH",6.459
"2197","2021/5/13","spot","USDCNH",6.4484
"2198","2021/5/14","spot","USDCNH",6.4399
"2199","2021/5/17","spot","USDCNH",6.4428
"2200","2021/5/18","spot","USDCNH",6.4233
"2201","2021/5/19","spot","USDCNH",6.4396
"2202","2021/5/20","spot","USDCNH",6.4317
"2203","2021/5/21","spot","USDCNH",6.4354
"2204","2021/5/24","spot","USDCNH",6.4097
"2205","2021/5/25","spot","USDCNH",6.4121
"2206","2021/5/26","spot","USDCNH",6.3802
"2207","2021/5/27","spot","USDCNH",6.3715
"2208","2021/5/28","spot","USDCNH",6.3598
"2209","2021/5/31","spot","USDCNH",6.3726
"2210","2021/6/1","spot","USDCNH",6.3844
"2211","2021/6/2","spot","USDCNH",6.3838
"2212","2021/6/3","spot","USDCNH",6.3997
"2213","2021/6/4","spot","USDCNH",6.3902
"2214","2021/6/7","spot","USDCNH",6.3868
"2215","2021/6/8","spot","USDCNH",6.4003
"2216","2021/6/9","spot","USDCNH",6.3869
"2217","2021/6/10","spot","USDCNH",6.3864
"2218","2021/6/11","spot","USDCNH",6.3963
"2219","2021/6/15","spot","USDCNH",6.4056
"2220","2021/6/16","spot","USDCNH",6.4397
"2221","2021/6/17","spot","USDCNH",6.4572
"2222","2021/6/18","spot","USDCNH",6.4633
"2223","2021/6/21","spot","USDCNH",6.4652
"2224","2021/6/22","spot","USDCNH",6.4804
"2225","2021/6/23","spot","USDCNH",6.4787
"2226","2021/6/24","spot","USDCNH",6.4708
"2227","2021/6/25","spot","USDCNH",6.4615
"2228","2021/6/28","spot","USDCNH",6.4605
"2229","2021/6/29","spot","USDCNH",6.4653
"2230","2021/6/30","spot","USDCNH",6.4679
"2231","2021/7/1","spot","USDCNH",6.4729
"2232","2021/7/2","spot","USDCNH",6.4718
