"","date","type","code","mid"
"697","2015/3/16","index","USDX",99.6996
"698","2015/3/17","index","USDX",99.6036
"699","2015/3/18","index","USDX",97.8016
"700","2015/3/19","index","USDX",99.1017
"701","2015/3/20","index","USDX",97.8557
"702","2015/3/23","index","USDX",97.0081
"703","2015/3/24","index","USDX",97.2054
"704","2015/3/25","index","USDX",96.874
"705","2015/3/26","index","USDX",97.4193
"706","2015/3/27","index","USDX",97.358
"707","2015/3/30","index","USDX",97.976
"708","2015/3/31","index","USDX",98.4117
"709","2015/4/1","index","USDX",98.1771
"710","2015/4/2","index","USDX",97.5097
"711","2015/4/3","index","USDX",96.8164
"712","2015/4/7","index","USDX",97.9562
"713","2015/4/8","index","USDX",98.0676
"714","2015/4/9","index","USDX",98.9915
"715","2015/4/10","index","USDX",99.386
"716","2015/4/13","index","USDX",99.513
"717","2015/4/14","index","USDX",98.7565
"718","2015/4/15","index","USDX",98.3698
"719","2015/4/16","index","USDX",97.6466
"720","2015/4/17","index","USDX",97.4538
"721","2015/4/20","index","USDX",97.9102
"722","2015/4/21","index","USDX",97.9716
"723","2015/4/22","index","USDX",98.0628
"724","2015/4/23","index","USDX",97.3056
"725","2015/4/24","index","USDX",96.9079
"726","2015/4/27","index","USDX",96.7557
"727","2015/4/28","index","USDX",96.0838
"728","2015/4/29","index","USDX",95.1982
"729","2015/4/30","index","USDX",94.8313
"730","2015/5/4","index","USDX",95.4227
"731","2015/5/5","index","USDX",95.1201
"732","2015/5/6","index","USDX",94.147
"733","2015/5/7","index","USDX",94.6012
"734","2015/5/8","index","USDX",94.8102
"735","2015/5/11","index","USDX",95.0363
"736","2015/5/12","index","USDX",94.5413
"737","2015/5/13","index","USDX",93.6716
"738","2015/5/14","index","USDX",93.3873
"739","2015/5/15","index","USDX",93.2684
"740","2015/5/18","index","USDX",94.1663
"741","2015/5/19","index","USDX",95.3066
"742","2015/5/20","index","USDX",95.6257
"743","2015/5/21","index","USDX",95.4099
"744","2015/5/22","index","USDX",96.2011
"745","2015/5/25","index","USDX",96.3832
"746","2015/5/26","index","USDX",97.2944
"747","2015/5/27","index","USDX",97.2726
"748","2015/5/28","index","USDX",96.9465
"749","2015/5/29","index","USDX",96.86
"750","2015/6/1","index","USDX",97.46
"751","2015/6/2","index","USDX",95.93
"752","2015/6/3","index","USDX",95.35
"753","2015/6/4","index","USDX",95.59
"754","2015/6/5","index","USDX",96.37
"755","2015/6/8","index","USDX",95.24
"756","2015/6/9","index","USDX",95.18
"757","2015/6/10","index","USDX",94.66
"758","2015/6/11","index","USDX",95.14
"759","2015/6/12","index","USDX",94.97
"760","2015/6/15","index","USDX",94.7943
"761","2015/6/16","index","USDX",94.9454
"762","2015/6/17","index","USDX",94.2461
"763","2015/6/18","index","USDX",94.0267
"764","2015/6/19","index","USDX",94.1
"765","2015/6/23","index","USDX",95.4184
"766","2015/6/24","index","USDX",95.2772
"767","2015/6/25","index","USDX",95.2119
"768","2015/6/26","index","USDX",95.4284
"769","2015/6/29","index","USDX",94.9534
"770","2015/6/30","index","USDX",95.5016
"771","2015/7/1","index","USDX",96.2528
"772","2015/7/2","index","USDX",96.1261
"773","2015/7/3","index","USDX",95.9509
"774","2015/7/6","index","USDX",96.2564
"775","2015/7/7","index","USDX",96.7403
"776","2015/7/8","index","USDX",96.2079
"777","2015/7/9","index","USDX",96.4315
"778","2015/7/10","index","USDX",95.8468
"779","2015/7/13","index","USDX",96.7929
"780","2015/7/14","index","USDX",96.6523
"781","2015/7/15","index","USDX",97.1565
"782","2015/7/16","index","USDX",97.6552
"783","2015/7/17","index","USDX",97.9635
"784","2015/7/20","index","USDX",98.0731
"785","2015/7/21","index","USDX",97.3371
"786","2015/7/22","index","USDX",97.4347
"787","2015/7/23","index","USDX",97.2223
"788","2015/7/24","index","USDX",97.2414
"789","2015/7/27","index","USDX",96.5452
"790","2015/7/28","index","USDX",96.6519
"791","2015/7/29","index","USDX",97.1898
"792","2015/7/30","index","USDX",97.485
"793","2015/7/31","index","USDX",97.2276
"794","2015/8/3","index","USDX",97.4863
"795","2015/8/4","index","USDX",97.9392
"796","2015/8/5","index","USDX",97.9178
"797","2015/8/6","index","USDX",97.8139
"798","2015/8/7","index","USDX",97.6178
"799","2015/8/10","index","USDX",97.1855
"800","2015/8/11","index","USDX",97.198
"801","2015/8/12","index","USDX",96.3251
"802","2015/8/13","index","USDX",96.3754
"803","2015/8/14","index","USDX",96.6024
"804","2015/8/17","index","USDX",96.819
"805","2015/8/18","index","USDX",97.0017
"806","2015/8/19","index","USDX",96.4418
"807","2015/8/20","index","USDX",95.7787
"808","2015/8/21","index","USDX",94.8598
"809","2015/8/24","index","USDX",93.5158
"810","2015/8/25","index","USDX",94.0134
"811","2015/8/26","index","USDX",95.34
"812","2015/8/27","index","USDX",95.7701
"813","2015/8/28","index","USDX",95.7727
"814","2015/8/31","index","USDX",95.9885
"815","2015/9/1","index","USDX",95.32
"816","2015/9/2","index","USDX",95.911
"817","2015/9/7","index","USDX",96.1471
"818","2015/9/8","index","USDX",95.8817
"819","2015/9/9","index","USDX",95.8939
"820","2015/9/10","index","USDX",95.547
"821","2015/9/11","index","USDX",95.1718
"822","2015/9/14","index","USDX",95.258
"823","2015/9/15","index","USDX",95.6286
"824","2015/9/16","index","USDX",95.3398
"825","2015/9/17","index","USDX",94.5509
"826","2015/9/18","index","USDX",95.1593
"827","2015/9/21","index","USDX",95.9249
"828","2015/9/22","index","USDX",96.3323
"829","2015/9/23","index","USDX",96.1849
"830","2015/9/24","index","USDX",96.2721
"831","2015/9/25","index","USDX",96.2585
"832","2015/9/28","index","USDX",95.9687
"833","2015/9/29","index","USDX",95.9103
"834","2015/9/30","index","USDX",96.2692
"835","2015/10/8","index","USDX",95.2894
"836","2015/10/9","index","USDX",94.9041
"837","2015/10/12","index","USDX",94.8782
"838","2015/10/13","index","USDX",94.7781
"839","2015/10/14","index","USDX",93.9143
"840","2015/10/15","index","USDX",94.448
"841","2015/10/16","index","USDX",94.7346
"842","2015/10/19","index","USDX",94.9176
"843","2015/10/20","index","USDX",94.8602
"844","2015/10/21","index","USDX",95.0499
"845","2015/10/22","index","USDX",96.366
"846","2015/10/23","index","USDX",97.0584
"847","2015/10/26","index","USDX",96.8048
"848","2015/10/27","index","USDX",96.8792
"849","2015/10/28","index","USDX",97.6195
"850","2015/10/29","index","USDX",97.2199
"851","2015/10/30","index","USDX",96.8961
"852","2015/11/2","index","USDX",96.9097
"853","2015/11/3","index","USDX",97.1675
"854","2015/11/4","index","USDX",97.8856
"855","2015/11/5","index","USDX",97.9926
"856","2015/11/6","index","USDX",99.1658
"857","2015/11/9","index","USDX",99.0496
"858","2015/11/10","index","USDX",99.1696
"859","2015/11/11","index","USDX",98.9696
"860","2015/11/12","index","USDX",98.5095
"861","2015/11/13","index","USDX",99.1003
"862","2015/11/16","index","USDX",99.3841
"863","2015/11/17","index","USDX",99.6525
"864","2015/11/18","index","USDX",99.5715
"865","2015/11/19","index","USDX",98.9779
"866","2015/11/20","index","USDX",99.6025
"867","2015/11/23","index","USDX",99.7298
"868","2015/11/24","index","USDX",99.6308
"869","2015/11/25","index","USDX",99.7437
"870","2015/11/26","index","USDX",99.8394
"871","2015/11/27","index","USDX",100.077
"872","2015/11/30","index","USDX",100.235
"873","2015/12/1","index","USDX",99.7855
"874","2015/12/2","index","USDX",99.9883
"875","2015/12/3","index","USDX",97.8693
"876","2015/12/4","index","USDX",98.3092
"877","2015/12/7","index","USDX",98.7079
"878","2015/12/8","index","USDX",98.4238
"879","2015/12/9","index","USDX",97.343
"880","2015/12/10","index","USDX",97.9263
"881","2015/12/11","index","USDX",97.5761
"882","2015/12/14","index","USDX",97.6446
"883","2015/12/15","index","USDX",98.1777
"884","2015/12/16","index","USDX",98.3706
"885","2015/12/17","index","USDX",99.0758
"886","2015/12/18","index","USDX",98.7112
"887","2015/12/21","index","USDX",98.4536
"888","2015/12/22","index","USDX",98.1859
"889","2015/12/23","index","USDX",98.3578
"890","2015/12/24","index","USDX",97.939
"891","2015/12/25","index","USDX",97.8487
"892","2015/12/28","index","USDX",97.9719
"893","2015/12/29","index","USDX",98.2621
"894","2015/12/30","index","USDX",98.2344
"895","2015/12/31","index","USDX",98.7044
"896","2016/1/4","index","USDX",98.8466
"897","2016/1/5","index","USDX",99.3634
"898","2016/1/6","index","USDX",99.2229
"899","2016/1/7","index","USDX",98.2844
"900","2016/1/8","index","USDX",98.3897
"901","2016/1/11","index","USDX",98.8438
"902","2016/1/12","index","USDX",98.9391
"903","2016/1/13","index","USDX",98.9575
"904","2016/1/14","index","USDX",99.0721
"905","2016/1/15","index","USDX",98.9195
"906","2016/1/18","index","USDX",99.0998
"907","2016/1/19","index","USDX",99.1251
"908","2016/1/20","index","USDX",99.0828
"909","2016/1/21","index","USDX",99.0836
"910","2016/1/22","index","USDX",99.5279
"911","2016/1/25","index","USDX",99.2929
"912","2016/1/26","index","USDX",99.0243
"913","2016/1/27","index","USDX",98.9821
"914","2016/1/28","index","USDX",98.5974
"915","2016/1/29","index","USDX",99.5558
"916","2016/2/1","index","USDX",99.0258
"917","2016/2/2","index","USDX",98.8701
"918","2016/2/3","index","USDX",97.2096
"919","2016/2/4","index","USDX",96.5033
"920","2016/2/5","index","USDX",96.9734
"921","2016/2/15","index","USDX",96.7358
"922","2016/2/16","index","USDX",96.8637
"923","2016/2/17","index","USDX",96.8524
"924","2016/2/18","index","USDX",96.8293
"925","2016/2/19","index","USDX",96.6038
"926","2016/2/22","index","USDX",97.3696
"927","2016/2/23","index","USDX",97.4617
"928","2016/2/24","index","USDX",97.5089
"929","2016/2/25","index","USDX",97.4384
"930","2016/2/26","index","USDX",98.1378
"931","2016/2/29","index","USDX",98.2616
"932","2016/3/1","index","USDX",98.3451
"933","2016/3/2","index","USDX",98.1782
"934","2016/3/3","index","USDX",97.599
"935","2016/3/4","index","USDX",97.2084
"936","2016/3/7","index","USDX",97.116
"937","2016/3/8","index","USDX",97.1908
"938","2016/3/9","index","USDX",97.1776
"939","2016/3/10","index","USDX",96.1966
"940","2016/3/11","index","USDX",96.2259
"941","2016/3/14","index","USDX",96.581
"942","2016/3/15","index","USDX",96.6511
"943","2016/3/16","index","USDX",95.7504
"944","2016/3/17","index","USDX",94.8074
"945","2016/3/18","index","USDX",95.0613
"946","2016/3/21","index","USDX",95.4094
"947","2016/3/22","index","USDX",95.6661
"948","2016/3/23","index","USDX",96.0527
"949","2016/3/24","index","USDX",96.1199
"950","2016/3/25","index","USDX",96.2626
"951","2016/3/28","index","USDX",95.9617
"952","2016/3/29","index","USDX",95.177
"953","2016/3/30","index","USDX",94.8412
"954","2016/3/31","index","USDX",94.6281
"955","2016/4/1","index","USDX",94.5626
"956","2016/4/5","index","USDX",94.6133
"957","2016/4/6","index","USDX",94.3598
"958","2016/4/7","index","USDX",94.5356
"959","2016/4/8","index","USDX",94.2109
"960","2016/4/11","index","USDX",94.0088
"961","2016/4/12","index","USDX",94.044
"962","2016/4/13","index","USDX",94.8021
"963","2016/4/14","index","USDX",94.944
"964","2016/4/15","index","USDX",94.7018
"965","2016/4/18","index","USDX",94.4656
"966","2016/4/19","index","USDX",94.1132
"967","2016/4/20","index","USDX",94.537
"968","2016/4/21","index","USDX",94.6499
"969","2016/4/22","index","USDX",95.0753
"970","2016/4/25","index","USDX",94.757
"971","2016/4/26","index","USDX",94.5137
"972","2016/4/27","index","USDX",94.4046
"973","2016/4/28","index","USDX",93.7716
"974","2016/4/29","index","USDX",93.0482
"975","2016/5/3","index","USDX",93.074
"976","2016/5/4","index","USDX",93.2766
"977","2016/5/5","index","USDX",93.7589
"978","2016/5/6","index","USDX",93.851
"979","2016/5/9","index","USDX",94.1528
"980","2016/5/10","index","USDX",94.2693
"981","2016/5/11","index","USDX",93.842
"982","2016/5/12","index","USDX",94.1655
"983","2016/5/13","index","USDX",94.6182
"984","2016/5/16","index","USDX",94.5681
"985","2016/5/17","index","USDX",94.5705
"986","2016/5/18","index","USDX",95.196
"987","2016/5/19","index","USDX",95.3061
"988","2016/5/20","index","USDX",95.2969
"989","2016/5/23","index","USDX",95.244
"990","2016/5/24","index","USDX",95.632
"991","2016/5/25","index","USDX",95.3895
"992","2016/5/26","index","USDX",95.1449
"993","2016/5/27","index","USDX",95.7397
"994","2016/5/30","index","USDX",95.7093
"995","2016/5/31","index","USDX",95.8412
"996","2016/6/1","index","USDX",95.4214
"997","2016/6/2","index","USDX",95.5545
"998","2016/6/3","index","USDX",93.9222
"999","2016/6/6","index","USDX",94.0234
"1000","2016/6/7","index","USDX",93.8621
"1001","2016/6/8","index","USDX",93.5436
"1002","2016/6/13","index","USDX",94.4217
"1003","2016/6/14","index","USDX",94.9158
"1004","2016/6/15","index","USDX",94.6106
"1005","2016/6/16","index","USDX",94.6095
"1006","2016/6/17","index","USDX",94.1537
"1007","2016/6/20","index","USDX",93.6532
"1008","2016/6/21","index","USDX",94.069
"1009","2016/6/22","index","USDX",93.5461
"1010","2016/6/23","index","USDX",93.0873
"1011","2016/6/24","index","USDX",95.4392
"1012","2016/6/27","index","USDX",96.3817
"1013","2016/6/28","index","USDX",96.0549
"1014","2016/6/29","index","USDX",95.6621
"1015","2016/6/30","index","USDX",95.9526
"1016","2016/7/1","index","USDX",95.6655
"1017","2016/7/4","index","USDX",95.5253
"1018","2016/7/5","index","USDX",96.2122
"1019","2016/7/6","index","USDX",96.1037
"1020","2016/7/7","index","USDX",96.258
"1021","2016/7/8","index","USDX",96.2966
"1022","2016/7/11","index","USDX",96.5512
"1023","2016/7/12","index","USDX",96.5086
"1024","2016/7/13","index","USDX",96.3202
"1025","2016/7/14","index","USDX",96.123
"1026","2016/7/15","index","USDX",96.6855
"1027","2016/7/18","index","USDX",96.5465
"1028","2016/7/19","index","USDX",97.0385
"1029","2016/7/20","index","USDX",97.1415
"1030","2016/7/21","index","USDX",96.9488
"1031","2016/7/22","index","USDX",97.3526
"1032","2016/7/25","index","USDX",97.2587
"1033","2016/7/26","index","USDX",97.1654
"1034","2016/7/27","index","USDX",96.7846
"1035","2016/7/28","index","USDX",96.6868
"1036","2016/7/29","index","USDX",95.5534
"1037","2016/8/1","index","USDX",95.7776
"1038","2016/8/2","index","USDX",95.0976
"1039","2016/8/3","index","USDX",95.5488
"1040","2016/8/4","index","USDX",95.778
"1041","2016/8/5","index","USDX",96.2846
"1042","2016/8/8","index","USDX",96.3728
"1043","2016/8/9","index","USDX",96.1306
"1044","2016/8/10","index","USDX",95.5912
"1045","2016/8/11","index","USDX",95.9312
"1046","2016/8/12","index","USDX",95.7057
"1047","2016/8/15","index","USDX",95.6205
"1048","2016/8/16","index","USDX",94.7949
"1049","2016/8/17","index","USDX",94.7246
"1050","2016/8/18","index","USDX",94.1869
"1051","2016/8/19","index","USDX",94.4965
"1052","2016/8/22","index","USDX",94.5381
"1053","2016/8/23","index","USDX",94.5258
"1054","2016/8/24","index","USDX",94.7748
"1055","2016/8/25","index","USDX",94.7254
"1056","2016/8/26","index","USDX",95.47
"1057","2016/8/29","index","USDX",95.5805
"1058","2016/8/30","index","USDX",96.0527
"1059","2016/8/31","index","USDX",95.9868
"1060","2016/9/1","index","USDX",95.6454
"1061","2016/9/2","index","USDX",95.8821
"1062","2016/9/5","index","USDX",95.7791
"1063","2016/9/6","index","USDX",94.8647
"1064","2016/9/7","index","USDX",94.963
"1065","2016/9/8","index","USDX",95.01
"1066","2016/9/9","index","USDX",95.3598
"1067","2016/9/12","index","USDX",95.1432
"1068","2016/9/13","index","USDX",95.5621
"1069","2016/9/14","index","USDX",95.3221
"1070","2016/9/19","index","USDX",95.8503
"1071","2016/9/20","index","USDX",96.0086
"1072","2016/9/21","index","USDX",95.5055
"1073","2016/9/22","index","USDX",95.3801
"1074","2016/9/23","index","USDX",95.5001
"1075","2016/9/26","index","USDX",95.2986
"1076","2016/9/27","index","USDX",95.4499
"1077","2016/9/28","index","USDX",95.4275
"1078","2016/9/29","index","USDX",95.5172
"1079","2016/9/30","index","USDX",95.4426
"1080","2016/10/10","index","USDX",96.9018
"1081","2016/10/11","index","USDX",97.7289
"1082","2016/10/12","index","USDX",98.0003
"1083","2016/10/13","index","USDX",97.535
"1084","2016/10/14","index","USDX",98.1056
"1085","2016/10/17","index","USDX",97.8774
"1086","2016/10/18","index","USDX",97.8764
"1087","2016/10/19","index","USDX",97.8686
"1088","2016/10/20","index","USDX",98.3289
"1089","2016/10/21","index","USDX",98.6259
"1090","2016/10/24","index","USDX",98.7556
"1091","2016/10/25","index","USDX",98.7254
"1092","2016/10/26","index","USDX",98.6148
"1093","2016/10/27","index","USDX",98.916
"1094","2016/10/28","index","USDX",98.3022
"1095","2016/10/31","index","USDX",98.3517
"1096","2016/11/1","index","USDX",97.735
"1097","2016/11/2","index","USDX",97.3731
"1098","2016/11/3","index","USDX",97.1597
"1099","2016/11/4","index","USDX",96.9016
"1100","2016/11/7","index","USDX",97.7372
"1101","2016/11/8","index","USDX",97.873
"1102","2016/11/9","index","USDX",98.6637
"1103","2016/11/10","index","USDX",98.7808
"1104","2016/11/11","index","USDX",98.9723
"1105","2016/11/14","index","USDX",100.021
"1106","2016/11/15","index","USDX",100.197
"1107","2016/11/16","index","USDX",100.379
"1108","2016/11/17","index","USDX",100.952
"1109","2016/11/18","index","USDX",101.342
"1110","2016/11/21","index","USDX",100.892
"1111","2016/11/22","index","USDX",101.019
"1112","2016/11/23","index","USDX",101.666
"1113","2016/11/24","index","USDX",101.739
"1114","2016/11/25","index","USDX",101.499
"1115","2016/11/28","index","USDX",101.182
"1116","2016/11/29","index","USDX",100.955
"1117","2016/11/30","index","USDX",101.573
"1118","2016/12/1","index","USDX",100.948
"1119","2016/12/2","index","USDX",100.695
"1120","2016/12/5","index","USDX",100.133
"1121","2016/12/6","index","USDX",100.48
"1122","2016/12/7","index","USDX",100.233
"1123","2016/12/8","index","USDX",101.099
"1124","2016/12/9","index","USDX",101.57
"1125","2016/12/12","index","USDX",100.971
"1126","2016/12/13","index","USDX",101.051
"1127","2016/12/14","index","USDX",102.041
"1128","2016/12/15","index","USDX",103.151
"1129","2016/12/16","index","USDX",102.802
"1130","2016/12/19","index","USDX",103.135
"1131","2016/12/20","index","USDX",103.303
"1132","2016/12/21","index","USDX",103.038
"1133","2016/12/22","index","USDX",103.076
"1134","2016/12/23","index","USDX",102.987
"1135","2016/12/26","index","USDX",102.939
"1136","2016/12/27","index","USDX",103.035
"1137","2016/12/28","index","USDX",103.291
"1138","2016/12/29","index","USDX",102.624
"1139","2016/12/30","index","USDX",102.384
"1140","2017/1/3","index","USDX",103.282
"1141","2017/1/4","index","USDX",102.511
"1142","2017/1/5","index","USDX",101.4
"1143","2017/1/6","index","USDX",102.187
"1144","2017/1/9","index","USDX",101.957
"1145","2017/1/10","index","USDX",102.039
"1146","2017/1/11","index","USDX",101.73
"1147","2017/1/12","index","USDX",101.454
"1148","2017/1/13","index","USDX",101.187
"1149","2017/1/16","index","USDX",101.606
"1150","2017/1/17","index","USDX",100.269
"1151","2017/1/18","index","USDX",101.337
"1152","2017/1/19","index","USDX",101.13
"1153","2017/1/20","index","USDX",100.793
"1154","2017/1/23","index","USDX",100.277
"1155","2017/1/24","index","USDX",99.934
"1156","2017/1/25","index","USDX",99.934
"1157","2017/1/26","index","USDX",100.507
"1158","2017/2/3","index","USDX",99.7261
"1159","2017/2/6","index","USDX",99.878
"1160","2017/2/7","index","USDX",100.4
"1161","2017/2/8","index","USDX",100.174
"1162","2017/2/9","index","USDX",100.664
"1163","2017/2/10","index","USDX",100.715
"1164","2017/2/13","index","USDX",101.004
"1165","2017/2/14","index","USDX",101.221
"1166","2017/2/15","index","USDX",101.088
"1167","2017/2/16","index","USDX",100.481
"1168","2017/2/17","index","USDX",100.887
"1169","2017/2/20","index","USDX",100.906
"1170","2017/2/21","index","USDX",101.455
"1171","2017/2/22","index","USDX",101.33
"1172","2017/2/23","index","USDX",100.973
"1173","2017/2/24","index","USDX",101.12
"1174","2017/2/27","index","USDX",101.155
"1175","2017/2/28","index","USDX",101.344
"1176","2017/3/1","index","USDX",101.741
"1177","2017/3/2","index","USDX",102.149
"1178","2017/3/3","index","USDX",101.342
"1179","2017/3/6","index","USDX",101.675
"1180","2017/3/7","index","USDX",101.821
"1181","2017/3/8","index","USDX",102.11
"1182","2017/3/9","index","USDX",101.987
"1183","2017/3/10","index","USDX",101.383
"1184","2017/3/13","index","USDX",101.379
"1185","2017/3/14","index","USDX",101.761
"1186","2017/3/15","index","USDX",100.538
"1187","2017/3/16","index","USDX",100.271
"1188","2017/3/17","index","USDX",100.341
"1189","2017/3/20","index","USDX",100.354
"1190","2017/3/21","index","USDX",99.7274
"1191","2017/3/22","index","USDX",99.6992
"1192","2017/3/23","index","USDX",99.7485
"1193","2017/3/24","index","USDX",99.7709
"1194","2017/3/27","index","USDX",99.2249
"1195","2017/3/28","index","USDX",99.701
"1196","2017/3/29","index","USDX",99.9462
"1197","2017/3/30","index","USDX",100.581
"1198","2017/3/31","index","USDX",100.545
"1199","2017/4/5","index","USDX",100.579
"1200","2017/4/6","index","USDX",100.709
"1201","2017/4/7","index","USDX",101.165
"1202","2017/4/10","index","USDX",101.018
"1203","2017/4/11","index","USDX",100.72
"1204","2017/4/12","index","USDX",100.165
"1205","2017/4/13","index","USDX",100.584
"1206","2017/4/14","index","USDX",100.512
"1207","2017/4/17","index","USDX",100.313
"1208","2017/4/18","index","USDX",99.513
"1209","2017/4/19","index","USDX",99.8171
"1210","2017/4/20","index","USDX",99.8058
"1211","2017/4/21","index","USDX",99.7403
"1212","2017/4/24","index","USDX",99.0265
"1213","2017/4/25","index","USDX",98.8372
"1214","2017/4/26","index","USDX",98.978
"1215","2017/4/27","index","USDX",99.1631
"1216","2017/4/28","index","USDX",99.0368
"1217","2017/5/2","index","USDX",98.9325
"1218","2017/5/3","index","USDX",99.0878
"1219","2017/5/4","index","USDX",98.7511
"1220","2017/5/5","index","USDX",98.584
"1221","2017/5/8","index","USDX",99.151
"1222","2017/5/9","index","USDX",99.5734
"1223","2017/5/10","index","USDX",99.6212
"1224","2017/5/11","index","USDX",99.6579
"1225","2017/5/12","index","USDX",99.1858
"1226","2017/5/15","index","USDX",98.9346
"1227","2017/5/16","index","USDX",98.2139
"1228","2017/5/17","index","USDX",97.4353
"1229","2017/5/18","index","USDX",97.8725
"1230","2017/5/19","index","USDX",97.1115
"1231","2017/5/22","index","USDX",96.9833
"1232","2017/5/23","index","USDX",97.3714
"1233","2017/5/24","index","USDX",97.0466
"1234","2017/5/25","index","USDX",97.2128
"1235","2017/5/26","index","USDX",97.4092
"1236","2017/5/31","index","USDX",96.9672
"1237","2017/6/1","index","USDX",97.2179
"1238","2017/6/2","index","USDX",96.6578
"1239","2017/6/5","index","USDX",96.8166
"1240","2017/6/6","index","USDX",96.5493
"1241","2017/6/7","index","USDX",96.7215
"1242","2017/6/8","index","USDX",96.97
"1243","2017/6/9","index","USDX",97.277
"1244","2017/6/12","index","USDX",97.1883
"1245","2017/6/13","index","USDX",96.9989
"1246","2017/6/14","index","USDX",96.9185
"1247","2017/6/15","index","USDX",97.5066
"1248","2017/6/16","index","USDX",97.1413
"1249","2017/6/19","index","USDX",97.5345
"1250","2017/6/20","index","USDX",97.7437
"1251","2017/6/21","index","USDX",97.5393
"1252","2017/6/22","index","USDX",97.5421
"1253","2017/6/23","index","USDX",97.3036
"1254","2017/6/26","index","USDX",97.4164
"1255","2017/6/27","index","USDX",96.4852
"1256","2017/6/28","index","USDX",96.049
"1257","2017/6/29","index","USDX",95.5782
"1258","2017/6/30","index","USDX",95.6309
"1259","2017/7/3","index","USDX",96.1937
"1260","2017/7/4","index","USDX",96.28
"1261","2017/7/5","index","USDX",96.2116
"1262","2017/7/6","index","USDX",95.8078
"1263","2017/7/7","index","USDX",96.0148
"1264","2017/7/10","index","USDX",96.0471
"1265","2017/7/11","index","USDX",95.7363
"1266","2017/7/12","index","USDX",95.7885
"1267","2017/7/13","index","USDX",95.781
"1268","2017/7/14","index","USDX",95.1254
"1269","2017/7/17","index","USDX",95.1459
"1270","2017/7/18","index","USDX",94.6651
"1271","2017/7/19","index","USDX",94.8471
"1272","2017/7/20","index","USDX",94.271
"1273","2017/7/21","index","USDX",93.9659
"1274","2017/7/24","index","USDX",94.0031
"1275","2017/7/25","index","USDX",94.0928
"1276","2017/7/26","index","USDX",93.4542
"1277","2017/7/27","index","USDX",93.9235
"1278","2017/7/28","index","USDX",93.3462
"1279","2017/7/31","index","USDX",92.8091
"1280","2017/8/1","index","USDX",93.0739
"1281","2017/8/2","index","USDX",92.8846
"1282","2017/8/3","index","USDX",92.8244
"1283","2017/8/4","index","USDX",93.4882
"1284","2017/8/7","index","USDX",93.4194
"1285","2017/8/8","index","USDX",93.6178
"1286","2017/8/9","index","USDX",93.5315
"1287","2017/8/10","index","USDX",93.4009
"1288","2017/8/11","index","USDX",93.0967
"1289","2017/8/14","index","USDX",93.4316
"1290","2017/8/15","index","USDX",93.8514
"1291","2017/8/16","index","USDX",93.5111
"1292","2017/8/17","index","USDX",93.7214
"1293","2017/8/18","index","USDX",93.4448
"1294","2017/8/21","index","USDX",93.091
"1295","2017/8/22","index","USDX",93.499
"1296","2017/8/23","index","USDX",93.2228
"1297","2017/8/24","index","USDX",93.2973
"1298","2017/8/25","index","USDX",92.5451
"1299","2017/8/28","index","USDX",92.2466
"1300","2017/8/29","index","USDX",92.3366
"1301","2017/8/30","index","USDX",92.9046
"1302","2017/8/31","index","USDX",92.6243
"1303","2017/9/1","index","USDX",92.8562
"1304","2017/9/4","index","USDX",92.6314
"1305","2017/9/5","index","USDX",92.3102
"1306","2017/9/6","index","USDX",92.2454
"1307","2017/9/7","index","USDX",91.5168
"1308","2017/9/8","index","USDX",91.3261
"1309","2017/9/11","index","USDX",91.9411
"1310","2017/9/12","index","USDX",91.9157
"1311","2017/9/13","index","USDX",92.4112
"1312","2017/9/14","index","USDX",92.05
"1313","2017/9/15","index","USDX",91.8458
"1314","2017/9/18","index","USDX",92.0294
"1315","2017/9/19","index","USDX",91.8377
"1316","2017/9/20","index","USDX",92.4524
"1317","2017/9/21","index","USDX",92.1717
"1318","2017/9/22","index","USDX",92.1699
"1319","2017/9/25","index","USDX",92.6519
"1320","2017/9/26","index","USDX",92.9924
"1321","2017/9/27","index","USDX",93.4568
"1322","2017/9/28","index","USDX",93.1026
"1323","2017/9/29","index","USDX",93.0711
"1324","2017/10/9","index","USDX",93.7317
"1325","2017/10/10","index","USDX",93.2796
"1326","2017/10/11","index","USDX",92.9779
"1327","2017/10/12","index","USDX",93.1063
"1328","2017/10/13","index","USDX",93.0662
"1329","2017/10/16","index","USDX",93.2807
"1330","2017/10/17","index","USDX",93.507
"1331","2017/10/18","index","USDX",93.4479
"1332","2017/10/19","index","USDX",93.1283
"1333","2017/10/20","index","USDX",93.6925
"1334","2017/10/23","index","USDX",93.8421
"1335","2017/10/24","index","USDX",93.9471
"1336","2017/10/25","index","USDX",93.6546
"1337","2017/10/26","index","USDX",94.6412
"1338","2017/10/27","index","USDX",94.8144
"1339","2017/10/30","index","USDX",94.4935
"1340","2017/10/31","index","USDX",94.5674
"1341","2017/11/1","index","USDX",94.8026
"1342","2017/11/2","index","USDX",94.7096
"1343","2017/11/3","index","USDX",94.9225
"1344","2017/11/6","index","USDX",94.7371
"1345","2017/11/7","index","USDX",94.8989
"1346","2017/11/8","index","USDX",94.8489
"1347","2017/11/9","index","USDX",94.5085
"1348","2017/11/10","index","USDX",94.3822
"1349","2017/11/13","index","USDX",94.5013
"1350","2017/11/14","index","USDX",93.8166
"1351","2017/11/15","index","USDX",93.8102
"1352","2017/11/16","index","USDX",93.9119
"1353","2017/11/17","index","USDX",93.6868
